z,xi_shoes,xi_planck,delta_xi,abs_delta_xi
0.01612,0.01605473721365634,0.016058421439531748,-3.6842258754089807e-06,3.6842258754089807e-06
0.01581,0.015747226233323766,0.01575077047348474,-3.5442401609721286e-06,3.5442401609721286e-06
0.01633,0.016263023541736733,0.01626680412874101,-3.7805870042768863e-06,3.7805870042768863e-06
0.0163,0.016233269715057102,0.01623703646043449,-3.766745377387082e-06,3.766745377387082e-06
0.01632,0.01625310564999662,0.01625688162031849,-3.7759703218689933e-06,3.7759703218689933e-06
0.01646,0.016391951540165657,0.016395792399304086,-3.8408591384285484e-06,3.8408591384285484e-06
0.01646,0.016391951540165657,0.016395792399304086,-3.8408591384285484e-06,3.8408591384285484e-06
0.01601,0.01594562596667138,0.015949260211498208,-3.634244826827837e-06,3.634244826827837e-06
0.0161,0.01603489925942742,0.016038574372583998,-3.6751131565794515e-06,3.6751131565794515e-06
0.0161,0.01603489925942742,0.016038574372583998,-3.6751131565794515e-06,3.6751131565794515e-06
0.01671,0.01663986601654159,0.016643824115935284,-3.958099393693015e-06,3.958099393693015e-06
0.01678,0.016709276414811226,0.016713267655578453,-3.9912407672274e-06,3.9912407672274e-06
0.01673,0.016659697811376023,0.016663665365711705,-3.9675543356820775e-06,3.9675543356820775e-06
0.01661,0.01654070401280348,0.016544615005747793,-3.910992944312908e-06,3.910992944312908e-06
0.01658,0.01651095442709426,0.016514851342792063,-3.896915697802067e-06,3.896915697802067e-06
0.01658,0.01651095442709426,0.016514851342792063,-3.896915697802067e-06,3.896915697802067e-06
0.01697,0.016897663594796313,0.016901745483287316,-4.081888491002522e-06,4.081888491002522e-06
0.01649,0.016421702943501426,0.01642555777891082,-3.854835409395491e-06,3.854835409395491e-06
0.01649,0.016421702943501426,0.01642555777891082,-3.854835409395491e-06,3.854835409395491e-06
0.0168,0.01672910750272605,0.016733108237689583,-4.0007349635350076e-06,4.0007349635350076e-06
0.0168,0.01672910750272605,0.016733108237689583,-4.0007349635350076e-06,4.0007349635350076e-06
0.01694,0.016867919462530453,0.016871986970931802,-4.067508401348757e-06,4.067508401348757e-06
0.01709,0.017016635578882427,0.01702077524003562,-4.139661153194918e-06,4.139661153194918e-06
0.01709,0.017016635578882427,0.01702077524003562,-4.139661153194918e-06,4.139661153194918e-06
0.01646,0.016391951540165657,0.016395792399304086,-3.8408591384285484e-06,3.8408591384285484e-06
0.01774,0.017660940768744873,0.017665400378903524,-4.459610158651095e-06,4.459610158651095e-06
0.01774,0.017660940768744873,0.017665400378903524,-4.459610158651095e-06,4.459610158651095e-06
0.01718,0.017105859794543408,0.017110043050099652,-4.1832555562441864e-06,4.1832555562441864e-06
0.01748,0.01740324430110865,0.017407574510947047,-4.3302098383969645e-06,4.3302098383969645e-06
0.01734,0.017264470521515897,0.017268731838811387,-4.261317295490424e-06,4.261317295490424e-06
