Om0,H0_best
0.28,76.30357849691617
0.28500000000000003,76.2437709576248
0.29000000000000004,76.1842565921211
0.29500000000000004,76.12503190902365
0.30000000000000004,76.06609350831147
0.305,76.00743806059536
0.31,75.9490622895722
0.315,75.89096301573424
0.32,75.83313708911264
0.325,75.77558145244767
0.33,75.71829309250728
0.335,75.66126905694766
0.33999999999999997,75.60450646352159
0.345,75.54800245913574
0.35,75.49175428085279
0.355,75.43575918030464
0.36,75.38001449146601
